work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2022,Senior,FT,Data Scientist,165000,USD,165000,US,100,US,L
2025,Mid,FT,Research Scientist,79000,USD,79000,US,0,US,M
2025,Entry,FT,Data Analyst,61896,USD,61896,US,0,US,M
2024,Senior,FT,Software Engineer,214200,USD,214200,US,0,US,M
2023,Mid,FT,AI Engineer,140000,USD,140000,US,100,US,S
2024,Mid,FT,Business Intelligence Analyst,120000,USD,120000,US,100,US,M
2025,Senior,FT,Data Management Analyst,92200,USD,92200,US,0,US,M
2025,Mid,FT,Product Manager,140870,USD,140870,US,0,US,M
2024,Senior,FT,AI Scientist,160000,USD,160000,US,100,US,M
2025,Senior,FT,Machine Learning Engineer,110000,GBP,139240,GB,100,GB,M
2024,Mid,FT,Data Scientist,144200,USD,144200,US,0,US,M
2025,Mid,FT,Software Developer,83028,USD,83028,US,100,US,M
2024,Senior,FT,Research Scientist,113700,USD,113700,US,0,US,M
2023,Entry,FT,Data Engineer,88000,USD,88000,US,0,US,M
2025,Entry,FT,Analyst,159200,USD,159200,US,100,US,M
2024,Senior,FT,Data Team Lead,78000,GBP,97500,GB,100,GB,M
2024,Entry,FT,Machine Learning Engineer,104500,USD,104500,US,0,US,M
2024,Entry,FT,Software Engineer,112200,USD,112200,US,0,US,M
2025,Mid,FT,AI Developer,110000,USD,110000,US,0,US,M
2024,Entry,FT,Data Analyst,78000,USD,78000,BR,100,BR,M
2025,Mid,FT,Data Engineer,165143,USD,165143,US,0,US,M
2024,Senior,FT,Software Engineer,181100,USD,181100,US,0,US,M
2024,Senior,FT,Manager,187990,USD,187990,US,0,US,M
2024,Senior,FT,Analyst,166220,USD,166220,US,0,US,M
2024,Entry,FT,Data Analyst,90360,USD,90360,US,0,US,M
2024,Senior,FT,Data Analyst,62300,USD,62300,US,0,US,M
2025,Senior,FT,Architect,129500,USD,129500,US,0,US,M
2024,Mid,FT,Research Scientist,355000,USD,355000,US,0,US,M
2024,Entry,FT,Stage,29400,CHF,33409,CH,0,CH,M
2024,Senior,FT,Machine Learning Engineer,90000,EUR,100000,FR,100,FR,M
2024,Senior,FT,Manager,220500,USD,220500,US,0,US,M
2024,Mid,FT,Engineer,71727,USD,71727,US,0,US,M
2025,Senior,FT,AI Engineer,72000,GBP,91139,GB,0,GB,M
2024,Senior,FT,Software Development Engineer,261500,USD,261500,US,0,US,L
2025,Mid,FT,Head of Data,185000,USD,185000,US,0,US,M
2025,Senior,FT,Data Scientist,279400,USD,279400,US,0,US,M
2024,Senior,FT,Solutions Architect,52800,USD,52800,US,0,US,M
2024,Mid,FT,Research Engineer,133000,CAD,102307,CA,100,CA,M
2024,Mid,FT,Data Engineer,110200,USD,110200,US,0,US,M
2023,Mid,FT,Data Scientist,82920,USD,82920,US,100,US,M
2024,Executive,FT,Quantitative Researcher,200000,USD,200000,GB,0,GB,M
2024,Senior,FT,Data Scientist,115590,USD,115590,US,0,US,M
2024,Senior,FT,Data Engineer,300000,USD,300000,US,100,US,M
2024,Mid,FT,Software Engineer,131000,USD,131000,CA,100,CA,M
2025,Senior,FT,Data Scientist,138240,USD,138240,US,0,US,M
2024,Senior,FT,Data Architect,139603,USD,139603,US,0,US,L
2024,Senior,FT,Data Scientist,159832,USD,159832,US,0,US,M
2025,Senior,FT,Research Scientist,324100,USD,324100,US,0,US,L
2023,Senior,FT,Data Engineer,133300,USD,133300,US,0,US,M
2024,Mid,FT,Data Scientist,77040,EUR,85600,LV,0,LV,M
2025,Entry,FT,Data Analyst,136500,USD,136500,US,0,US,M
2024,Mid,FT,Machine Learning Engineer,152100,USD,152100,US,0,US,M
2023,Senior,FT,Data Architect,90700,USD,90700,US,0,US,M
2023,Mid,FT,Data Scientist,85000,USD,85000,US,0,US,M
2024,Senior,FT,Software Engineer,245400,USD,245400,US,0,US,M
2024,Senior,FT,Data Scientist,223600,USD,223600,US,0,US,M
2024,Mid,FT,Data Analyst,65400,EUR,72666,IE,0,IE,M
2024,Mid,FT,Machine Learning Engineer,68000,GBP,85000,GB,0,GB,M
2024,Senior,FT,Engineer,106250,USD,106250,US,0,US,M
2022,Senior,FT,Data Scientist,190000,USD,190000,US,100,US,L
2024,Mid,FT,Data Scientist,72700,USD,72700,US,100,US,M
2025,Mid,FT,Statistical Programmer,31851,USD,31851,CA,0,CA,M
2025,Mid,FT,Associate,89000,CAD,63571,CA,0,CA,M
2024,Mid,FT,Machine Learning Engineer,123000,USD,123000,US,0,US,M
2025,Senior,FT,Machine Learning Engineer,171600,USD,171600,CA,100,CA,M
2024,Senior,FT,Data Quality Specialist,207000,USD,207000,US,0,US,M
2025,Senior,FT,Software Engineer,212748,USD,212748,US,0,US,M
2025,Entry,FT,Research Analyst,80000,USD,80000,US,0,US,M
2024,Senior,FT,Solutions Architect,239000,USD,239000,US,0,US,L
2025,Senior,FT,Data Scientist,245000,USD,245000,US,0,US,M
2025,Executive,FT,Data Engineer,90000,GBP,113924,GB,0,GB,M
2024,Senior,FT,Research Scientist,165580,USD,165580,US,0,US,M
2025,Senior,FT,Analyst,85000,USD,85000,CA,0,CA,M
2025,Senior,FT,Product Manager,164500,USD,164500,US,0,US,M
2024,Executive,FT,Data Governance Analyst,135200,USD,135200,US,0,US,M
2023,Senior,FT,Data Analyst,1300000,INR,15809,IN,100,IN,S
2024,Mid,FT,Data Scientist,156500,USD,156500,US,0,US,M
2024,Senior,FT,Robotics Engineer,152000,USD,152000,US,0,US,M
2024,Entry,FT,Machine Learning Engineer,106400,USD,106400,US,0,US,M
2025,Mid,FT,Analyst,170000,USD,170000,US,0,US,M
2025,Executive,FT,Head of Data,220000,USD,220000,US,100,US,M
2024,Entry,FT,Data Scientist,46080,USD,46080,US,0,US,M
2025,Executive,FT,Data Visualization Designer,95220,USD,95220,US,0,US,M
2025,Entry,FT,ETL Developer,120000,USD,120000,US,0,US,M
2025,Mid,FT,Quantitative Analyst,142381,USD,142381,US,0,US,M
2020,Senior,FT,Big Data Engineer,100000,EUR,114047,PL,100,GB,S
2024,Mid,FT,BI Engineer,120000,USD,120000,US,0,US,M
2022,Mid,FT,Data Analyst,20000,USD,20000,GR,100,GR,S
2024,Mid,FT,Data Architect,31396,GBP,39245,ZA,0,ZA,M
2025,Senior,FT,Software Engineer,450000,PLN,110565,PL,0,PL,M
2024,Senior,FT,Software Engineer,169000,USD,169000,US,100,US,M
2024,Mid,FT,Systems Engineer,132000,USD,132000,US,0,US,M
2024,Senior,FT,Machine Learning Engineer,113900,GBP,142375,GB,0,GB,M
2024,Mid,FT,Associate,105000,USD,105000,CA,0,CA,M
2025,Senior,FT,Engineer,253200,USD,253200,US,0,US,M
2025,Executive,FT,Data Engineer,180000,USD,180000,US,100,US,M
2025,Senior,FT,Software Engineer,246000,USD,246000,US,0,US,M
2025,Mid,FT,Data Scientist,108000,USD,108000,CA,0,CA,M
2025,Mid,FT,Data Platform Engineer,142000,USD,142000,US,100,US,M
2024,Senior,FT,Data Scientist,103680,USD,103680,US,0,US,M
2025,Senior,FT,Data Governance Analyst,176520,USD,176520,US,0,US,M
2024,Mid,FT,Site Reliability Engineer,256000,USD,256000,US,0,US,M
2024,Senior,FT,Data Lead,60000,GBP,75000,GB,0,GB,M
2024,Senior,FT,Machine Learning Researcher,160000,USD,160000,US,100,US,M
2025,Mid,FT,Data Analyst,165000,USD,165000,US,100,US,M
2025,Senior,FT,Product Manager,188000,USD,188000,US,0,US,M
2024,Mid,FT,Manager,287500,USD,287500,US,0,US,M
2025,Mid,FT,Data Scientist,116000,USD,116000,US,0,US,M
2024,Executive,FT,Data Engineer,264000,USD,264000,US,0,US,M
2024,Executive,FT,Data Architect,165000,USD,165000,US,0,US,M
2025,Entry,FT,Data Analyst,100000,USD,100000,US,0,US,M
2024,Senior,FT,Data Architect,139100,USD,139100,US,0,US,M
2024,Senior,FT,Software Engineer,136800,USD,136800,US,0,US,M
2024,Mid,FT,Data Scientist,90500,USD,90500,US,100,US,M
2025,Mid,FT,Consultant,211000,USD,211000,US,100,US,M
2024,Senior,FT,Research Scientist,200200,USD,200200,US,0,US,M
2023,Executive,FT,Data Scientist,225000,USD,225000,US,0,US,M
2025,Mid,FT,Manager,175400,USD,175400,US,0,US,M
2025,Senior,FT,Data Scientist,191500,USD,191500,US,0,US,M
2025,Entry,FT,Business Intelligence Analyst,120000,USD,120000,US,0,US,M
2025,Entry,FT,Data Analyst,115828,USD,115828,US,0,US,M
2023,Senior,FT,Research Scientist,137000,USD,137000,US,0,US,M
2024,Senior,FT,Data Scientist,143000,USD,143000,US,0,US,M
2023,Senior,FT,AI Scientist,152000,USD,152000,US,0,US,M
2025,Mid,FT,Data Analyst,73581,USD,73581,US,0,US,M
2025,Senior,FT,Data Governance Lead,108200,USD,108200,US,0,US,M
2025,Senior,FT,Manager,80000,GBP,101265,GB,0,GB,M
2025,Senior,FT,Data Architect,229400,USD,229400,US,0,US,M
2024,Entry,FT,Analyst,75500,USD,75500,US,0,US,M
2024,Entry,FT,Artificial Intelligence Engineer,74400,USD,74400,US,0,US,M
2025,Executive,FT,Director of Product Management,379300,USD,379300,US,0,US,M
2024,Mid,FT,Software Development Engineer,216000,USD,216000,US,0,US,M
2024,Senior,FT,Architect,181510,USD,181510,US,0,US,M
2025,Senior,FT,Solutions Architect,304500,USD,304500,US,0,US,M
2025,Executive,FT,Head of Data,85000,GBP,107594,GB,0,GB,M
2024,Mid,FT,Software Engineer,144000,USD,144000,US,0,US,M
2024,Mid,FT,Data Governance Manager,130000,USD,130000,US,0,US,M
2025,Senior,FT,Principal Researcher,230000,USD,230000,US,100,US,M
2024,Mid,FT,Associate,73950,USD,73950,US,0,US,M
2025,Mid,FT,Data Specialist,98875,USD,98875,US,100,US,M
2024,Mid,FT,Data Analyst,173935,USD,173935,CA,0,CA,M
2025,Mid,FT,Data Scientist,76100,USD,76100,US,0,US,M
2024,Senior,FT,Data Scientist,215625,USD,215625,US,0,US,M
2023,Senior,FT,Data Operations Manager,129000,USD,129000,US,100,US,M
2024,Senior,FT,BI Analyst,126500,USD,126500,US,100,US,M
2025,Senior,FT,Developer,285000,USD,285000,US,0,US,M
2024,Senior,FT,Data Scientist,185800,USD,185800,US,0,US,M
2024,Mid,FT,Data Analyst,107500,USD,107500,US,0,US,M
2024,Entry,FT,Power BI Developer,80000,USD,80000,US,0,US,M
2023,Senior,FT,Machine Learning Engineer,110000,USD,110000,CA,100,CA,M
2025,Senior,FT,Data Engineer,93600,USD,93600,US,0,US,M
2025,Senior,FT,Manager,173700,USD,173700,US,100,US,M
2025,Entry,FT,Data Analyst,100996,USD,100996,US,0,US,M
2025,Senior,FT,Data Scientist,176490,USD,176490,US,0,US,M
2024,Entry,FT,Data Analyst,65000,USD,65000,CA,100,CA,M
2024,Senior,FT,Machine Learning Engineer,174700,USD,174700,US,0,US,M
2024,Senior,FT,Software Engineer,166000,USD,166000,US,0,US,M
2024,Senior,FT,Data Architect,115200,USD,115200,US,0,US,M
2024,Senior,FT,Software Development Engineer,141107,USD,141107,US,0,US,M
2024,Executive,FT,Software Engineer,243000,USD,243000,US,0,US,M
2025,Senior,FT,Product Manager,123000,USD,123000,US,0,US,M
2025,Senior,FT,Software Engineer,225000,USD,225000,US,100,US,M
2024,Senior,FT,Data Analyst,196100,USD,196100,US,0,US,M
2025,Senior,FT,Data Operations Manager,163350,USD,163350,US,100,US,M
2024,Senior,FT,Applied Scientist,153000,USD,153000,US,0,US,M
2025,Senior,FT,Manager,199700,USD,199700,US,0,US,M
2024,Senior,FT,Data Scientist,80000,GBP,100000,GB,0,GB,M
2024,Senior,FT,Data Analyst,83900,USD,83900,US,0,US,M
2025,Senior,FT,Data Analyst,177000,USD,177000,US,100,US,M
2024,Senior,FT,Manager,202900,USD,202900,US,0,US,M
2025,Mid,FT,AI Developer,73008,USD,73008,US,100,US,M
2025,Senior,FT,Applied Scientist,135482,USD,135482,US,100,US,M
2023,Entry,FT,Data Scientist,30000,EUR,32390,NL,0,NL,L
2025,Mid,FT,Associate,55000,USD,55000,US,0,US,M
2024,Senior,FT,Python Developer,149200,USD,149200,US,0,US,M
2024,Mid,FT,Associate,52000,USD,52000,US,0,US,M
2025,Entry,FT,Analyst,65000,USD,65000,US,0,US,M
2025,Entry,FT,Prompt Engineer,145000,USD,145000,US,0,US,M
2025,Senior,FT,Data Quality Analyst,140049,USD,140049,US,0,US,M
2025,Mid,FT,Research Engineer,190000,USD,190000,US,0,US,M
2024,Executive,FT,Data Engineer,190000,USD,190000,US,0,US,M
2024,Mid,FT,BI Engineer,100000,CAD,76923,CA,100,CA,M
2024,Senior,FT,Solutions Architect,122200,USD,122200,US,0,US,M
2025,Senior,FT,Data Architect,179428,USD,179428,US,0,US,M
2025,Senior,FT,Software Engineer,135800,CAD,97000,CA,0,CA,M
2024,Senior,FT,Associate,48000,USD,48000,US,0,US,M
2025,Senior,FT,Manager,182000,USD,182000,US,100,US,M
2024,Entry,FT,Data Analyst,36500,GBP,45625,GB,0,GB,M
2024,Mid,FT,Software Engineer,84608,USD,84608,US,0,US,M
2022,Executive,FT,Data Scientist,175100,USD,175100,US,0,US,M
2024,Mid,FT,Manager,176800,USD,176800,US,0,US,M
2024,Senior,FT,Solution Architect,122200,USD,122200,US,100,US,M
2025,Mid,FT,Data Scientist,294000,USD,294000,US,0,US,M
2025,Executive,FT,Data Engineer,301200,USD,301200,US,0,US,M
2025,Entry,FT,Manager,138268,USD,138268,US,0,US,M
2024,Senior,FT,Data Scientist,188000,USD,188000,US,100,US,M
2024,Mid,FT,ML Infrastructure Engineer,222000,USD,222000,US,0,US,M
2024,Entry,FT,Data Analyst,77250,USD,77250,US,0,US,M
2024,Senior,FT,Research Scientist,367175,USD,367175,US,0,US,M
2024,Senior,FT,Data Analyst,81600,USD,81600,CA,0,CA,M
2024,Entry,FT,Consultant,49000,EUR,54444,FR,0,FR,M
2024,Mid,FT,Associate,170443,USD,170443,US,0,US,M
2025,Senior,FT,Manager,199680,USD,199680,US,0,US,M
2025,Senior,FT,Data Engineer,186300,USD,186300,DE,0,DE,M
2024,Senior,FT,Data Architect,100000,USD,100000,US,100,US,M
2024,Senior,FT,Analytics Engineer,170000,USD,170000,US,100,US,M
2025,Senior,FT,Engineer,337250,USD,337250,US,0,US,M
2025,Senior,FT,Manager,240000,USD,240000,US,100,US,M
2024,Senior,FT,Data Analyst,119000,USD,119000,US,0,US,M
2025,Entry,FT,Data Analyst,52000,USD,52000,US,100,US,M
2024,Senior,FT,AI Engineer,171210,USD,171210,CA,0,CA,M
2024,Mid,FT,Product Manager,240000,USD,240000,US,0,US,M
2024,Senior,FT,Systems Engineer,139000,USD,139000,US,100,US,M
2024,Mid,FT,Consultant,101000,USD,101000,US,100,US,M
2025,Senior,FT,Data Visualization Specialist,70000,USD,70000,US,0,US,M
2024,Senior,FT,Machine Learning Scientist,120000,USD,120000,US,100,US,M
2023,Mid,FT,Research Scientist,300000,USD,300000,US,0,US,M
2024,Mid,FT,Data Visualization Specialist,67750,USD,67750,US,100,US,M
2024,Mid,FT,Developer,80000,USD,80000,US,0,US,M
2024,Senior,FT,Data Engineer,114000,USD,114000,US,0,US,M
2023,Senior,FT,Data Engineer,84800,USD,84800,US,0,US,M
2024,Mid,FT,Data Engineer,105000,CAD,80769,CA,0,CA,M
2025,Mid,FT,Business Intelligence Developer,120000,USD,120000,US,100,US,M
2024,Senior,FT,Software Engineer,213876,USD,213876,US,0,US,M
2024,Mid,FT,Data Scientist,131200,USD,131200,US,0,US,M
2025,Mid,FT,Data Engineer,106840,USD,106840,US,0,US,M
2025,Senior,FT,Analyst,113840,USD,113840,US,0,US,M
2024,Senior,FT,Data Scientist,60890,USD,60890,US,0,US,M
2025,Entry,FT,Analyst,84450,USD,84450,US,0,US,M
2024,Senior,FT,Data Scientist,145215,USD,145215,US,0,US,M
2025,Senior,FT,Architect,282450,USD,282450,US,0,US,M
2025,Entry,FT,Data Governance Analyst,100000,USD,100000,US,0,US,M
2023,Senior,FT,Machine Learning Infrastructure Engineer,65000,GBP,79976,GB,100,GB,M
2023,Senior,FT,Business Intelligence Engineer,141000,USD,141000,US,0,US,M
2025,Senior,FT,Engineer,70000,EUR,73684,NL,0,NL,M
2024,Mid,FT,Quantitative Researcher,285000,USD,285000,US,0,US,M
2024,Mid,FT,Data Manager,71500,USD,71500,US,0,US,M
2024,Mid,FT,Data Scientist,145800,USD,145800,US,0,US,M
2024,Senior,FT,Manager,217200,USD,217200,US,0,US,M
2024,Mid,FT,Data Analyst,60600,USD,60600,US,0,US,M
2021,Mid,FT,Data Scientist,115000,USD,115000,US,50,US,L
2023,Senior,FT,Data Scientist,156400,USD,156400,US,0,US,M
2025,Senior,FT,Data Analyst,135000,USD,135000,US,100,US,M
2024,Senior,FT,Data Engineer,148282,USD,148282,US,0,US,M
2024,Mid,FT,Consultant,64300,USD,64300,US,0,US,M
2024,Entry,FT,Analyst,142000,USD,142000,US,0,US,M
2024,Mid,FT,Data Specialist,51000,USD,51000,US,0,US,M
2025,Senior,FT,Analyst,109650,USD,109650,US,100,US,M
2024,Senior,FT,Data Analyst,89000,USD,89000,US,0,US,M
2025,Senior,FT,Applied Scientist,251600,USD,251600,US,0,US,M
2025,Senior,FT,Platform Engineer,131600,USD,131600,US,0,US,M
2024,Senior,FT,Research Engineer,176700,USD,176700,US,0,US,M
2025,Entry,FT,Consultant,90000,USD,90000,US,0,US,M
2024,Senior,FT,Machine Learning Researcher,166600,USD,166600,US,0,US,M
2024,Entry,FT,Data Analyst,78240,USD,78240,US,0,US,M
2024,Entry,FT,Data Analyst,42000,EUR,46666,LT,0,LT,M
2025,Senior,FT,Backend Engineer,233625,USD,233625,US,0,US,M
2025,Senior,FT,Data Scientist,100500,USD,100500,US,100,US,M
2023,Mid,FT,Data Scientist,223600,USD,223600,US,0,US,L
2024,Mid,FT,Research Scientist,251000,USD,251000,US,0,US,M
2025,Senior,FT,Engineer,141700,USD,141700,US,0,US,M
2024,Mid,FT,Manager,94000,USD,94000,US,0,US,M
2025,Senior,FT,Business Analyst,179400,USD,179400,US,0,US,M
2025,Senior,FT,Software Engineer,119800,USD,119800,US,0,US,M
2024,Senior,FT,Full Stack Engineer,92500,USD,92500,US,0,US,M
2025,Mid,FT,Product Manager,294299,USD,294299,US,0,US,M
2025,Senior,FT,Data Engineer,196700,USD,196700,US,100,US,M
2025,Senior,FT,Systems Engineer,139000,USD,139000,US,0,US,M
2025,Senior,FT,Data Governance,119400,USD,119400,US,100,US,M
2024,Entry,FT,Data Analyst,51000,USD,51000,US,0,US,M
2024,Mid,FT,Data Scientist,170186,USD,170186,US,0,US,M
2022,Senior,FT,Data Analyst,70000,USD,70000,US,0,US,M
2025,Mid,FT,Analyst,67200,USD,67200,US,0,US,M
2025,Entry,FT,Analyst,214032,USD,214032,US,0,US,M
2024,Senior,FT,Software Engineer,147560,USD,147560,US,100,US,M
2024,Mid,FT,Data Engineer,60000,USD,60000,US,0,US,M
2023,Mid,FT,Business Intelligence Analyst,62500,USD,62500,US,100,US,M
2024,Senior,FT,Manager,137400,USD,137400,CA,0,CA,M
2025,Mid,FT,Quantitative Trader,175000,USD,175000,US,0,US,M
2023,Senior,FT,Data Scientist,127950,USD,127950,US,0,US,M
2025,Mid,FT,Engineer,115100,USD,115100,US,0,US,M
2024,Entry,FT,Data Scientist,78000,USD,78000,US,0,US,M
2024,Senior,FT,Data Scientist,288400,USD,288400,US,0,US,M
2024,Mid,FT,Data Engineer,70000,USD,70000,US,0,US,M
2024,Senior,FT,Business Intelligence Analyst,54395,GBP,67993,ZA,0,ZA,M
2024,Senior,FT,Data Engineer,119060,USD,119060,US,100,US,M
2024,Mid,FT,Software Developer,90000,USD,90000,US,0,US,M
2024,Senior,FT,Solutions Architect,185600,USD,185600,US,0,US,M
2024,Mid,FT,Machine Learning Engineer,126000,GBP,157500,GB,100,GB,M
2024,Executive,FT,Machine Learning Engineer,238500,USD,238500,US,0,US,M
2024,Mid,FT,Engineer,132250,USD,132250,US,0,US,M
2025,Senior,FT,AI Engineer,280600,USD,280600,US,0,US,M
2024,Senior,FT,Data Engineer,135300,USD,135300,US,100,US,M
2025,Mid,FT,Data Analyst,112800,USD,112800,CA,0,CA,M
2024,Senior,FT,Research Engineer,135400,USD,135400,US,0,US,M
2024,Mid,FT,Data Manager,75000,USD,75000,US,100,US,M
2025,Senior,FT,Data Engineer,70000,GBP,88607,GB,0,GB,M
2024,Senior,FT,Data Engineer,115200,USD,115200,CA,0,CA,M
2023,Mid,FT,Insight Analyst,40000,EUR,43187,PT,100,PT,M
2024,Entry,FT,Research Analyst,105000,USD,105000,US,100,US,M
2023,Senior,FT,Data Scientist,207500,USD,207500,US,100,US,M
2024,Senior,FT,Software Engineer,180000,CAD,138461,CA,100,CA,M
2023,Senior,FT,Business Intelligence Engineer,143000,USD,143000,CA,0,CA,M
2025,Senior,FT,Product Manager,150000,USD,150000,US,0,US,M
2023,Mid,FT,Data Analytics Manager,116200,USD,116200,US,0,US,M
2025,Senior,FT,AI Engineer,225400,USD,225400,US,0,US,M
2024,Senior,FT,DevOps Engineer,230000,USD,230000,US,0,US,M
2025,Entry,FT,Data Analyst,612000,TWD,18556,TW,0,TW,M
2023,Senior,FT,Machine Learning Engineer,262000,USD,262000,US,0,US,M
2024,Mid,FT,Data Integration Developer,64700,USD,64700,US,100,US,M
2025,Mid,FT,Machine Learning Engineer,300000,USD,300000,US,0,US,M
2024,Senior,FT,Data Architect,89500,USD,89500,US,0,US,M
2024,Mid,FT,Software Engineer,129200,USD,129200,US,0,US,M
2024,Entry,FT,AI Engineer,212400,USD,212400,US,0,US,M
2024,Senior,FT,Business Intelligence,195800,USD,195800,US,100,US,M
2025,Entry,FT,Manager,132000,USD,132000,US,0,US,M
2024,Mid,FT,Data Scientist,44722,GBP,55902,GB,0,GB,M
2024,Senior,FT,Machine Learning Engineer,251000,USD,251000,US,0,US,M
2024,Senior,FT,Research Scientist,160000,USD,160000,US,0,US,L
2024,Senior,FT,Data Architect,227000,USD,227000,US,0,US,M
2024,Entry,FT,Applied Scientist,76400,USD,76400,US,0,US,M
2023,Senior,FT,Data Product Manager,198000,USD,198000,US,100,US,M
2022,Senior,FT,Data Scientist,159000,USD,159000,US,0,US,L
2024,Mid,FT,Data Analyst,179000,USD,179000,US,0,US,M
2024,Senior,FT,Data Analyst,84870,USD,84870,US,0,US,M
2024,Senior,FT,Data Analytics Lead,398900,USD,398900,US,0,US,M
2024,Mid,FT,Machine Learning Engineer,160000,USD,160000,US,100,US,M
2024,Executive,FT,Manager,194760,USD,194760,US,0,US,M
2023,Mid,FT,Data Manager,65000,USD,65000,US,100,US,M
2024,Senior,FT,Applied Scientist,200200,USD,200200,US,0,US,M
2025,Senior,FT,Technical Architect,171900,USD,171900,US,0,US,M
2025,Mid,FT,Data Scientist,100100,USD,100100,US,0,US,M
2024,Executive,FT,Engineer,300000,USD,300000,US,100,US,M
2025,Mid,FT,Product Manager,143000,USD,143000,US,100,US,M
2025,Mid,FT,Data Engineer,76000,GBP,96202,GB,0,GB,M
2024,Entry,FT,BI Analyst,228900,USD,228900,US,0,US,M
2024,Mid,FT,Software Engineer,84000,USD,84000,US,100,US,M
2024,Mid,FT,Data Analyst,89000,USD,89000,US,0,US,M
2024,Senior,FT,AI Engineer,335600,USD,335600,US,0,US,M
2024,Senior,FT,Consultant,142000,USD,142000,US,0,US,M
2024,Senior,FT,Solutions Architect,164000,USD,164000,US,100,US,M
2023,Entry,FT,Data Analyst,26800,GBP,32974,GB,0,GB,M
2024,Senior,FT,Machine Learning Scientist,124800,USD,124800,US,0,US,M
2025,Mid,FT,Power BI Developer,59469,USD,59469,US,100,US,M
2025,Senior,FT,Data Engineer,40000,GBP,50632,GB,0,GB,M
2024,Senior,FT,Associate,110000,USD,110000,US,0,US,M
2025,Senior,FT,Data Scientist,255600,USD,255600,US,0,US,M
2024,Mid,FT,Statistical Programmer,84448,USD,84448,US,0,US,M
2024,Mid,FT,Data Scientist,205700,USD,205700,US,0,US,M
2025,Mid,FT,Data Specialist,80600,USD,80600,US,0,US,M
2024,Senior,FT,Site Reliability Engineer,113600,USD,113600,US,0,US,M
2020,Executive,FT,Staff Data Analyst,15000,USD,15000,NG,0,CA,M
2024,Senior,FT,Business Intelligence Engineer,31200,EUR,34666,LV,0,LV,M
2025,Mid,FT,Manager,187100,USD,187100,US,0,US,L
2023,Senior,FT,Data Engineer,97200,USD,97200,US,0,US,M
2024,Mid,FT,Business Intelligence Analyst,126500,USD,126500,US,0,US,M
2025,Executive,FT,Engineer,222775,USD,222775,US,0,US,M
2025,Entry,FT,Software Engineer,220000,USD,220000,US,0,US,M
2024,Senior,FT,Consultant,125000,USD,125000,US,0,US,M
2024,Senior,FT,Data Scientist,81500,USD,81500,US,0,US,M
2024,Mid,FT,Product Manager,219000,USD,219000,US,0,US,M
2024,Senior,FT,Machine Learning Engineer,319000,USD,319000,US,0,US,M
2025,Mid,FT,Consultant,95700,USD,95700,US,0,US,M
2024,Mid,FT,Machine Learning Engineer,333000,USD,333000,US,0,US,M
2024,Senior,FT,Lead Engineer,111200,USD,111200,US,0,US,M
2024,Entry,FT,Engineer,99200,USD,99200,US,100,US,M
2025,Senior,FT,Systems Engineer,77216,USD,77216,US,0,US,M
2024,Entry,FT,Data Specialist,65500,USD,65500,US,100,US,M
2025,Entry,FT,Data and Reporting Analyst,50000,USD,50000,US,100,US,M
2024,Mid,FT,Data Management Analyst,69000,USD,69000,US,100,US,M
2024,Senior,FT,Manager,337000,USD,337000,US,0,US,M
2024,Senior,FT,AI Architect,449000,USD,449000,US,0,US,M
2025,Senior,FT,Principal Statistical Programmer,117400,USD,117400,US,0,US,M
2024,Entry,FT,Software Engineer,139650,USD,139650,US,0,US,M
2025,Mid,FT,Machine Learning Engineer,75600,USD,75600,US,0,US,M
2024,Mid,FT,Associate,95000,USD,95000,US,0,US,M
2025,Senior,FT,Engineer,236900,USD,236900,US,0,US,M
2025,Entry,FT,Data Analyst,58480,USD,58480,US,100,US,M
2024,Senior,FT,Data Scientist,80845,USD,80845,US,0,US,M
2024,Senior,FT,Data Governance Lead,300000,USD,300000,US,0,US,M
2024,Senior,FT,Research Scientist,225396,USD,225396,US,0,US,M
2024,Senior,FT,Full Stack Engineer,166000,USD,166000,US,0,US,M
2024,Mid,FT,Manager,75395,USD,75395,US,100,US,M
2023,Mid,FT,Data Analyst,104000,USD,104000,US,0,US,M
2024,Mid,FT,Developer,90000,USD,90000,US,0,US,M
2024,Mid,FT,Developer,70000,CAD,53846,CA,0,CA,M
2025,Mid,FT,Business Intelligence Developer,90000,USD,90000,US,100,US,M
2024,Entry,FT,Business Intelligence Analyst,90000,USD,90000,US,100,US,M
2024,Senior,FT,Machine Learning Engineer,342844,USD,342844,US,0,US,M
2025,Entry,FT,Data Reporting Analyst,61595,USD,61595,US,0,US,M
2024,Senior,FT,Data Engineer,179938,USD,179938,US,100,US,M
2023,Mid,FT,Research Scientist,124100,USD,124100,US,0,US,L
2024,Entry,FT,BI Analyst,840000,PHP,15107,PH,100,PH,M
2024,Executive,FT,Data Scientist,288400,USD,288400,US,0,US,M
2024,Mid,FT,Data Analyst,223043,USD,223043,US,0,US,M
2024,Mid,FT,Associate,72500,USD,72500,US,100,US,M
2024,Senior,FT,Software Engineer,145537,USD,145537,US,100,US,M
2024,Senior,FT,Data Engineer,75600,USD,75600,US,0,US,M
2024,Mid,FT,Analyst,60000,USD,60000,US,100,US,M
2023,Senior,FT,Applied Scientist,216000,USD,216000,US,100,US,M
2025,Mid,FT,Data Engineer,264000,BRL,43349,BR,100,BR,M
2023,Entry,FT,Research Scientist,195200,USD,195200,US,0,US,L
